Sequence No.,V,D,air density,humidity,I,S_a,S_b,y (% relative to rated power)
3144,9.48669,295.9002,1.243263463,74.842218,0.048345545,0.015156751,0.036848615,50.99333333
3145,9.471372,299.1464,1.243802029,75.210981,0.056993886,0.004162478,0.049011266,51.99666667
3146,9.457418,307.3825,1.245586989,73.454242,0.043247385,0.005757083,0.054635771,41.56
3147,8.701225,305.0457,1.245619615,72.457049,0.070052102,0.018989426,0.049976735,42.95333333
3148,8.752822,305.3086,1.245531938,73.027951,0.054948073,0.010361875,0.059653885,44.54333333
3149,9.092209,309.4628,1.246253865,74.129088,0.053624526,0.018285749,0.052859147,42.89
3150,9.051775,309.8356,1.246725887,73.55779,0.083224638,0.017853401,0.046406471,42.71
3151,8.524522,311.4688,1.246371096,74.104887,0.076881155,0.005778317,0.035860021,38.15
3152,8.998878,306.8564,1.246578097,74.904703,0.068986878,0.011919068,0.051905335,55.16
3153,9.613446,314.499,1.247057083,73.649436,0.055946629,0.011446748,0.058712277,37.01
3154,8.932925,314.5524,1.246003373,71.920267,0.058724931,0.023819696,0.038486131,40.59333333
3155,9.660281,312.8948,1.246568846,71.59078,0.06134922,0.02626536,0.05295717,55.24
3156,9.169902,314.5102,1.245971118,68.544057,0.069671781,0.003493063,0.057610991,29.67333333
3157,8.82248,318.1432,1.245499004,69.270477,0.067182232,0.00477254,0.053395183,45.06333333
3158,8.99012,318.1434,1.245690468,67.58396,0.067936012,0.023431854,0.064767956,23.65
3159,8.088725,322.8298,1.245838848,68.929683,0.059647831,0.012508455,0.056360773,19.12
3160,7.772483,323.0383,1.245461523,69.033628,0.078965473,0.029844166,0.050565835,20.9
3161,7.89847,319.2934,1.245487566,68.257219,0.081306114,0.02298909,0.054110624,20.27333333
3162,7.723852,319.4743,1.245811578,67.787483,0.060240538,0.029327406,0.030296829,17.93
3163,7.618732,321.0364,1.245962126,68.492878,0.074423303,0.022175993,0.043659154,16.83333333
3164,7.834362,329.2088,1.245805787,66.357852,0.075412612,0.038570593,0.069561062,30.09333333
3165,6.775447,333.6138,1.245439272,66.598669,0.086672732,0.094993712,0.076807048,16.99
3166,6.521612,327.6293,1.246117538,68.438724,0.1050388,0.019995628,0.046111033,13.17333333
3167,6.414439,325.826,1.245612533,67.790062,0.097138035,0.044583869,0.061715583,10
3168,6.310314,322.5695,1.245730147,67.615697,0.120528091,0.058773044,0.034176694,8.44
3169,6.166267,316.5275,1.246121628,66.87063,0.062792821,0.043456249,0.056975438,10.19
3170,5.611364,313.6416,1.245985683,66.267793,0.06439388,0.044126968,0.038058858,8.336666667
3171,5.081337,308.4551,1.246492387,66.705986,0.068856051,0.023566039,0.035763656,1.37
3172,8.555141,289.8888,1.243212909,66.876978,0.055891434,0.010466232,0.045322533,29.32
3173,8.502854,295.7815,1.243605248,67.764077,0.035639328,0.018020313,0.036648146,34.23
3174,8.025916,296.0489,1.243631602,69.445041,0.052328021,0.017745268,0.041995321,31.72
3175,7.501968,294.325,1.243950081,73.135665,0.065348586,0.008750281,0.045090328,27.80333333
3176,7.33914,301.6948,1.245204506,78.142651,0.063997144,0.030001405,0.044774334,23.19666667
3177,6.780258,295.124,1.245644428,77.711402,0.059649279,0.036491408,0.038786928,19.01666667
3178,6.685451,301.3783,1.24547653,78.240247,0.055061371,0.006255529,0.053155554,17.66333333
3179,6.082736,303.2459,1.245491082,78.326936,0.068159295,0.029636214,0.027165652,12.94
3180,5.869111,302.1423,1.245249224,78.428699,0.068629303,0.002964931,0.013640065,12.56666667
3181,5.978883,308.2902,1.246741422,77.589208,0.049699367,0.007497285,0.018228378,8.546666667
3182,4.578833,315.3231,1.245536316,77.661809,0.087558293,0.028672203,0.020227481,1.186666667
3183,4.198659,221.5233,1.244320878,72.401705,0.061636704,0.036101721,0.000858394,2.243333333
3184,4.494002,221.4472,1.24427542,72.707586,0.064036576,0.026024103,0.00635267,2.2
3185,4.945967,213.8066,1.241599042,76.254594,0.058649785,0.026219202,0.00266245,6.02
3186,4.920401,217.5018,1.241066163,75.187179,0.063469014,0.063310714,0.009713519,6.65
3187,4.996618,220.1794,1.240714842,74.260804,0.089608611,0.071711606,0.017169348,8.01
3188,5.396296,222.1638,1.241161862,72.59928,0.047519725,0.029144848,0.000957456,8.5
3189,4.539537,213.5221,1.239820925,65.636389,0.066053895,0.039051074,0.009430741,2.9
3190,4.568375,206.1398,1.239083285,67.259826,0.06572221,0.01677236,0.022472484,2.573333333
3191,4.252855,204.4801,1.237890937,66.332263,0.090389656,0.022966274,0.018791851,1.246666667
3192,4.078799,226.1092,1.232742625,62.476001,0.123823851,0.557178532,0.240977192,4.52
3193,4.620262,227.8797,1.23114746,55.424838,0.062547708,0.516024431,0.260709063,3.603333333
3194,4.397158,226.9706,1.231073914,58.225785,0.07281717,0.529677702,0.269425559,2.163333333
3195,4.217184,222.6817,1.231461559,60.893626,0.107600854,0.621308969,0.301852712,3.94
3196,4.571455,223.4641,1.230725314,58.578085,0.096050426,0.603982803,0.258905207,3.576666667
3197,4.62023,224.707,1.23074979,58.945858,0.060506641,0.5610306,0.270084112,3.65
3198,4.79544,226.4613,1.230491659,59.00636,0.039876529,0.618908691,0.31426819,3.913333333
3199,4.704226,229.25,1.230444929,59.679022,0.034704328,0.551308461,0.335402075,1.94
3200,4.206679,227.5255,1.229969236,61.314363,0.048313052,0.729267415,0.268430026,3.313333333
3201,4.746297,235.142,1.229611329,59.94662,0.045917586,0.498058072,0.430327554,1.786666667
3202,4.375458,234.7109,1.229438456,59.776223,0.046909375,0.837746187,0.586662933,1.826666667
3203,4.227882,232.9728,1.22879542,61.588903,0.058792227,0.954685844,0.520050846,4.433333333
3204,4.757652,229.8302,1.228375294,60.866251,0.04780377,0.936886047,0.662207045,5.953333333
3205,5.238744,229.7894,1.227380191,57.525945,0.050784806,0.626683572,0.652555852,6.943333333
3206,5.770182,223.9496,1.225411374,51.736794,0.021876693,0.332502962,0.642537232,6.23
3207,5.49415,223.5358,1.224840828,50.226624,0.02047405,0.383938061,0.486510894,7.666666667
3208,5.676129,222.6501,1.22487564,51.36426,0.013113923,0.192222382,0.453186482,6.243333333
3209,5.472417,224.194,1.224853933,52.638572,0.023304675,0.157120734,0.501839025,5.97
3210,5.43078,223.4372,1.223694969,51.651893,0.021983711,0.279431835,0.565051468,2.173333333
3211,4.67773,198.1243,1.217522369,53.650841,0.022210816,0.313992325,0.381233604,3.203333333
3212,5.336711,203.333,1.217001007,51.393421,0.039919437,0.064750697,0.531705499,2.503333333
3213,4.342626,155.6334,1.217856248,54.347904,0.034840117,0.010792353,0.116824334,4.53
3214,4.994966,155.5778,1.21576737,54.731743,0.03751475,0.107928124,0.195654736,3.25
3215,4.943737,155.2936,1.215630888,54.062144,0.039716919,0.066629903,0.385073829,2.78
3216,4.837591,154.9732,1.215673307,54.951732,0.045339013,0.169207877,0.379837988,2.4
3217,4.517692,158.4174,1.215627827,54.24376,0.043406146,0.421992314,0.272207924,5.193333333
3218,4.932141,162.3271,1.216273141,55.701165,0.090029705,0.462910769,0.359832451,6.976666667
3219,5.762949,165.8591,1.215774315,55.218933,0.027880084,0.215929546,0.423236087,6.306666667
3220,5.349253,165.6843,1.216891168,57.441638,0.047655215,0.431932986,0.372104295,8.606666667
3221,5.939908,169.5478,1.217778481,58.762369,0.061309855,0.310302326,0.364447583,9.743333333
3222,6.10325,171.716,1.218013442,58.627875,0.054958293,0.252654607,0.407088803,12.86333333
3223,6.656822,176.6855,1.2165075,55.680137,0.031853233,0.061013457,0.412206994,18.24333333
3224,7.306372,175.4537,1.215638335,54.973751,0.043551273,0.005852746,0.402782756,23.53
3225,7.782796,172.4701,1.214965343,50.201432,0.028128696,0.197904822,0.443215662,23.37666667
3226,7.694164,169.9976,1.214924283,51.017315,0.021686502,0.152790138,0.348080643,22.31333333
3227,7.938616,169.3499,1.212971084,47.598456,0.026430564,0.03825947,0.289259264,17.03333333
3228,6.855562,157.5311,1.215842239,51.234726,0.042335158,0.124040289,0.419288699,13.17666667
3229,6.931042,153.5553,1.217058316,54.228287,0.033956179,0.185417382,0.481190525,19.36666667
3230,7.492858,152.1251,1.218973227,57.782038,0.06792563,0.307413007,0.377772524,21.68333333
3231,7.16595,165.1026,1.218961604,58.502507,0.06919578,0.195407365,0.219351784,11.84
3232,6.364831,167.0673,1.218741717,61.938229,0.056909414,0.078965382,0.15293903,15.12333333
3233,6.684457,175.9154,1.218950933,63.223052,0.045265098,0.08328437,0.156003719,18.67333333
3234,7.372421,177.0753,1.220701536,65.207322,0.035150624,0.082686513,0.236901301,16.46
3235,7.371458,180.5949,1.221910973,66.986477,0.03363123,0.227652211,0.253873712,16.13666667
3236,7.224845,187.1254,1.222321496,69.10504,0.074230423,0.150811791,0.278935027,14.68
3237,7.075698,198.7947,1.222644421,71.659018,0.054665321,0.060631215,0.247459832,14.01666667
3238,4.092609,256.4254,1.224353938,75.029476,0.036587737,0.512810507,0.070882831,1.903333333
3239,4.45514,252.9124,1.222886824,72.000805,0.073159138,0.404997769,0.110053,4.4
3240,5.116607,250.4413,1.222784701,72.162079,0.029980962,0.17617825,0.187013381,2.31
3241,7.246963,222.9391,1.229440732,87.693442,0.062621059,0.04981436,0.139736947,26.49333333
3242,9.113509,226.8032,1.229333623,89.484897,0.03503228,0.006120846,0.124442997,41.28
3243,9.934372,233.4097,1.230028263,91.053784,0.037611044,0.13342181,0.120416081,48.54666667
3244,9.999218,229.0354,1.230255876,91.358277,0.048775894,0.159940221,0.103793286,46.93333333
3245,9.342162,228.9158,1.230417325,91.837137,0.061435533,0.168705365,0.13581601,45.89333333
3246,9.389461,232.4669,1.229666706,91.313446,0.063568857,0.18645985,0.146574224,39.37666667
3247,8.827933,233.4976,1.230048938,91.525303,0.039716942,0.271875092,0.119766711,41.99
3248,9.344953,234.3547,1.230075675,92.140241,0.036414715,0.113324144,0.118424977,42.16
3249,9.040676,238.8715,1.230548233,93.155485,0.049021932,0.205367317,0.125332904,43.47666667
3250,9.149725,239.2364,1.230586559,93.789071,0.055113733,0.286121013,0.137238078,41.65666667
3251,8.130379,233.1957,1.230272763,85.379882,0.043412638,0.228315569,0.130424557,24.90333333
3252,8.010839,233.984,1.230503735,85.197984,0.03077614,0.18223074,0.143123392,28.65666667
3253,8.023943,235.7601,1.230383862,84.799463,0.03939431,0.205391079,0.119232319,24.17333333
3254,7.532972,240.2635,1.230446134,84.71099,0.057525595,0.324461555,0.122286279,18.82333333
3255,7.043876,245.4225,1.230651315,84.098631,0.031699195,0.231056728,0.146541342,13.94666667
3256,6.304331,245.2502,1.230034651,83.159559,0.063535179,0.193811797,0.109141614,15.11666667
3257,5.281921,252.7186,1.230875785,88.361146,0.063292825,0.258694595,0.074527035,8.033333333
3258,5.500758,253.4517,1.23054753,88.145918,0.055991756,0.141049489,0.055101531,3.363333333
3259,4.802032,257.5777,1.230652298,88.358767,0.060541891,0.119429298,0.055703342,4.023333333
3260,5.004959,255.4015,1.230355567,88.75312,0.05893317,0.141350816,0.06006029,4.286666667
3261,4.92348,258.5351,1.23038106,89.251617,0.057664741,0.226675936,0.064920283,3.766666667
3262,4.888162,261.7319,1.231026801,89.613241,0.055471198,0.295425444,0.0957707,2.71
3263,4.578079,257.7632,1.231013298,89.885796,0.057538566,0.307309461,0.064122073,2.536666667
3264,4.538543,253.7644,1.23034276,90.130186,0.05904862,0.243905207,0.052418634,1.943333333
3265,4.487747,252.3891,1.230384361,90.255952,0.060757213,0.210190727,0.042022746,1.41
3266,4.185619,254.1555,1.230462525,90.316846,0.056469664,0.266109088,0.024384854,1.126666667
3267,4.210576,261.7878,1.230623464,90.42992,0.064205349,0.160620808,0.009362713,1.283333333
3268,4.15067,270.0623,1.231084248,90.400361,0.062853612,0.137272028,0.022609015,10.30333333
3269,5.249827,272.1415,1.231226176,90.428729,0.113240684,0.079134512,0.037701418,11.46
3270,5.417981,277.7974,1.234116469,92.543125,0.055438087,0.003931277,0.047355227,7.753333333
3271,5.387266,287.8101,1.235113212,93.826959,0.055647057,0.022924513,0.036423647,8.513333333
3272,5.619046,292.0445,1.235236332,94.37505,0.070822164,0.005452377,0.037552517,9.246666667
3273,5.950782,307.2427,1.235671827,95.721365,0.062711119,0.004406364,0.03691964,5.826666667
3274,5.480886,315.8584,1.234931045,98.178939,0.086457518,0.015978017,0.076449632,4.01
3275,4.971597,332.4838,1.234627463,98.642919,0.081236975,0.054368438,0.085863091,4.923333333
3276,4.15901,352.1709,1.235115885,99.000973,0.097852614,0.082326984,0.055145324,3.12
3277,4.226775,347.9209,1.235214015,99.176331,0.181654122,0.080387081,0.034207235,3.553333333
3278,4.152162,351.8268,1.234473384,99.187834,0.092206349,0.099110619,0.114467349,4.203333333
3279,4.53317,349.2972,1.234130102,99.033703,0.145548854,0.071758506,0.004938972,6.296666667
3280,4.70976,347.8438,1.234279665,98.904368,0.096218045,0.057029926,0.020528946,5.05
3281,3.882224,27.28406,1.239346684,91.72367,0.093563483,0.003181708,0.031799171,1.236666667
3282,4.843814,30.54425,1.223775643,74.860865,0.195115151,0.146946277,0.033383149,8.153333333
3283,4.978254,45.05886,1.222833842,74.688087,0.098598947,0.125874278,0.018409525,6.05
3284,6.508749,50.93656,1.223027115,73.923183,0.089730484,0.037812306,0.166424904,5
3285,5.255473,46.62698,1.22392796,74.630957,0.133072095,0.152919858,0.084858393,6.643333333
3286,5.309156,47.74655,1.224168622,75.549991,0.078155266,0.198057885,0.053075606,7.21
3287,5.091201,48.98509,1.224270591,76.156201,0.083432475,0.275867148,0.078005052,7.186666667
3288,5.212328,47.83617,1.224512754,76.816567,0.090812397,0.212764891,0.076267332,9.92
3289,6.421112,54.91689,1.224427958,77.07504,0.067817132,0.071918954,0.138274885,12.02333333
3290,5.278826,60.26219,1.224466272,77.835777,0.043548262,0.047023145,0.029784109,9.726666667
3291,5.334016,59.56655,1.224542734,77.624319,0.078840652,0.012998658,0.045824074,12.09
3292,5.517888,60.31356,1.224569015,77.403736,0.058283242,0.032309073,0.06841859,6.916666667
3293,6.099753,62.17813,1.22687288,79.727608,0.054150291,0.077387031,0.049083651,11.97333333
3294,6.081645,63.68794,1.226770936,79.804971,0.056135601,0.192203039,0.062720713,13.03666667
3295,6.276279,65.54674,1.227066078,80.584357,0.073222414,0.025419401,0.064735844,11.16666667
3296,5.972146,66.91266,1.227098491,81.064601,0.085449267,0.034713275,0.004269329,9.776666667
3297,5.815525,62.88043,1.227333281,81.716833,0.081673263,0.121632625,0.038859476,8.743333333
3298,5.55497,63.58007,1.227621279,81.798562,0.074621069,0.14816481,0.051697007,7.99
3299,5.735779,69.23769,1.228647972,81.575199,0.085103401,0.14679787,0.026591489,11.36333333
3300,6.051828,76.86954,1.228757131,81.531956,0.072667035,0.198538322,0.065079004,12.75666667
3301,6.302872,76.64575,1.229048516,81.712472,0.073775812,0.208207809,0.070490336,15.00666667
3302,6.416749,78.75679,1.229438798,82.375809,0.065501643,0.194070384,0.050930288,18.68
3303,7.107102,79.01395,1.229645234,82.547202,0.055210084,0.112441949,0.040287213,21.30666667
3304,7.54877,80.00578,1.230002348,82.668798,0.060540658,0.147743318,0.046494929,16.86666667
3305,7.555539,79.56867,1.230008089,83.026654,0.063832388,0.113728498,0.042353694,19.74333333
3306,7.360953,80.21405,1.230428035,83.300598,0.064044887,0.063736836,0.05171864,10.35
3307,6.708227,85.87313,1.230968669,83.701497,0.076252906,0.109396439,0.011484561,11.96
3308,5.199994,99.55495,1.232765548,84.904994,0.169208676,0.310339523,0.00854532,11.32666667
3309,4.931142,97.51844,1.232990788,86.691577,0.241996073,0.29894932,0.059938687,17.11333333
3310,6.192844,88.02967,1.232578905,87.902919,0.073399265,0.160861774,0.019848849,20.72
3311,6.028026,90.16677,1.232563847,88.288742,0.086830647,0.121746103,0.058457033,23.65333333
3312,6.417455,92.98832,1.231787543,83.497181,0.098906295,0.129335262,0.038477086,10.86666667
3313,3.836818,102.2638,1.238079506,88.716223,0.310842214,0.166165821,0.017091256,5.173333333
3314,4.892557,74.27007,1.238716611,91.126981,0.076837613,0.000409474,0.001104714,6.233333333
3315,4.811977,62.03184,1.238911727,91.301544,0.098741868,0.079157253,0.011768863,6.12
3316,6.855867,355.7966,1.241384959,70.889354,0.053632706,0.015066139,0.03929756,17.81333333
3317,7.165693,356.7575,1.242214858,69.690421,0.045956365,0.025882235,0.031937353,19.40666667
3318,6.528894,359.0086,1.243244174,70.608863,0.046724085,6.97E-06,0.019868843,13.23333333
3319,5.714639,10.23511,1.243115793,70.747918,0.10833365,0.00551504,0.017849623,7.106666667
3320,4.604977,8.538638,1.242868594,72.719291,0.07549573,0.024922967,0.000396179,3.26
3321,4.046721,148.8382,1.245245772,78.450917,0.157908984,0.173440344,0.033356398,8.51
3322,6.907175,151.007,1.245691122,76.335921,0.058520408,0.029382359,0.010892718,21.28333333
3323,7.597384,155.7137,1.24597653,75.67298,0.066930907,0.02778067,0.014930748,23.07666667
3324,7.789452,156.9362,1.246691808,77.258927,0.075758308,0.023993331,0.014476555,25.03333333
3325,8.697873,161.0642,1.246137334,76.613438,0.060009763,0.023648099,0.010485307,36.38666667
3326,8.926878,159.6893,1.244931404,77.878032,0.040778165,0.040664726,0.002105158,35.96666667
3327,9.006448,159.8545,1.244196504,77.789162,0.064015337,0.064846459,0.002178625,36.49
3328,9.058431,159.8737,1.243856123,77.64495,0.067585656,0.02648699,0.006059032,45.14333333
3329,9.141321,159.4536,1.243565159,77.814355,0.056774814,0.029396879,0.001569641,43.46
3330,8.904199,157.35,1.241366121,77.159942,0.044643061,0.050435527,0.00496518,33.69
3331,8.540417,159.2655,1.24077839,76.934001,0.04118101,0.025863533,0.015813689,31.32
3332,7.884532,163.9005,1.239462868,77.426746,0.044559094,0.020803391,0.010282221,24.07333333
3333,7.738159,165.1746,1.239050542,77.170453,0.034767184,0.072869479,0.015197114,24.25333333
3334,7.621764,169.0315,1.238608765,76.999065,0.050609242,0.067456002,0.014659255,22.47666667
3335,7.799733,170.2918,1.238314547,76.507908,0.04450628,0.045992919,0.032820012,18.69
3336,7.362492,174.9684,1.236946298,76.845926,0.052940159,0.0959322,0.020637181,16.54666667
3337,6.670808,175.1525,1.236482326,77.837763,0.049252699,0.096079713,0.005198347,15.44
3338,6.501612,177.477,1.236577785,78.0399,0.044298691,0.129047636,0.03323453,15.05
3339,6.539207,177.0723,1.235336203,77.757224,0.046329333,0.136470032,0.018512091,14.2
3340,6.474474,177.4427,1.234890791,77.552906,0.050054892,0.221877331,0.055248095,11.64
3341,6.214657,173.611,1.234287706,77.762581,0.041354607,0.205543759,0.053684747,9.113333333
3342,5.955979,173.9471,1.234093862,77.42853,0.052528929,0.292068384,0.057619778,10.89333333
3343,6.395048,174.6948,1.233058473,76.551551,0.065522557,0.330511376,0.118523673,17
3344,7.25471,174.5646,1.231604511,72.743492,0.029315879,0.139836306,0.188262678,14.88
3345,7.054879,176.761,1.23041697,70.396609,0.044811895,0.191226752,0.195117246,17.44666667
3346,7.305457,176.4285,1.229261853,67.629187,0.028852076,0.072508907,0.211736034,15.75333333
3347,6.842265,178.5612,1.229096494,67.837473,0.024640437,0.171181154,0.209939584,15.52333333
3348,6.915227,181.9248,1.228227541,67.253479,0.013980864,0.127579046,0.203532953,13.56
3349,6.634993,181.6504,1.227426411,67.218369,0.023425812,0.141683269,0.241771873,10.97666667
3350,6.331229,184.9119,1.22717081,66.383837,0.016182893,0.13053414,0.227998665,8.84
3351,6.046584,188.337,1.227176195,64.625311,0.024418746,0.159659581,0.223781789,5.983333333
3352,5.534312,187.1877,1.226327582,64.62432,0.045532778,0.233092583,0.214551878,4.43
3353,5.137778,185.4428,1.226028726,64.942302,0.037832016,0.287018513,0.230931674,3.296666667
3354,4.866205,191.1012,1.225788115,64.554494,0.024494529,0.353112717,0.290323741,5.473333333
3355,5.433314,197.1524,1.225468593,64.564611,0.057741445,0.236928283,0.313038939,5.88
3356,5.333888,197.5182,1.225024017,63.043134,0.055967504,0.346149515,0.276298455,5.676666667
3357,5.345805,200.7113,1.224047714,62.77633,0.044025474,0.467622614,0.244082286,6.386666667
3358,5.377674,205.3198,1.225175241,64.970471,0.050818384,0.54434868,0.298928135,9.656666667
3359,6.110756,201.4309,1.223209507,59.312838,0.046771349,0.2677517,0.376434477,10.70666667
3360,6.309993,201.2486,1.221621432,54.943798,0.022652307,0.207811316,0.295347934,10.01333333
3361,6.301589,194.1512,1.22129197,57.655876,0.044158878,0.38647151,0.290365152,14.68666667
3362,6.90493,191.129,1.220173305,55.515095,0.032878074,0.280455485,0.293675577,12.79
3363,6.577444,192.4843,1.219585621,56.295673,0.024882462,0.298070055,0.288384462,12.63666667
3364,6.234433,196.9599,1.220667487,59.780985,0.030254491,0.529224506,0.251602347,12.99
3365,6.61905,197.0993,1.219212149,56.458531,0.048529517,0.385438772,0.280215594,9.32
3366,5.73958,198.8636,1.218720879,58.017698,0.035944756,0.556996772,0.276647288,11.82
3367,6.361206,201.6138,1.218100675,54.762689,0.022148222,0.347356949,0.323342924,10.53666667
3368,6.406099,199.2952,1.215947377,49.593238,0.025039029,0.233768525,0.332267766,8.79
3369,6.003422,197.7587,1.215829329,49.452596,0.021908588,0.316648195,0.332471037,6.95
3370,5.674124,199.4857,1.215651088,51.827449,0.017184288,0.389292971,0.321599471,6.12
3371,5.42345,192.2752,1.215159102,49.594626,0.028327282,0.38849296,0.302990898,6.633333333
3372,5.617908,195.4019,1.214944734,49.283785,0.012866323,0.261954094,0.293824801,5.523333333
3373,5.367281,192.3375,1.213031418,48.414142,0.0273333,0.392277623,0.236769778,6.136666667
3374,5.522876,195.5905,1.212945716,50.084395,0.029897847,0.380309965,0.263723437,7.94
3375,5.66572,197.3637,1.212731275,50.170883,0.024951251,0.372057026,0.297643448,8.716666667
3376,5.818749,193.0748,1.211710664,51.244447,0.02122824,0.571263279,0.300390909,10.73
3377,5.939555,183.4768,1.211248822,52.344195,0.038050308,0.59200892,0.285293864,15.86333333
3378,6.62662,180.7917,1.210945368,53.950573,0.034314236,0.455288239,0.263339927,27.42666667
3379,7.708663,186.3222,1.210780473,55.217744,0.060773561,0.468137048,0.310591915,41.63
3380,9.191988,188.0848,1.208788349,54.745035,0.043200981,0.316102486,0.337879113,36.2
3381,9.504766,191.6329,1.207945743,52.143844,0.027925485,0.080690271,0.363836023,35.17
3382,9.213432,190.1357,1.206499949,52.240449,0.020817574,0.144147477,0.372028181,35.84
3383,8.752662,200.9259,1.208936378,56.963772,0.042830615,0.46034621,0.392584773,45.40666667
3384,9.700041,204.1384,1.208106488,56.944134,0.03422634,0.395805256,0.391611171,54.83666667
3385,10.60298,209.2808,1.204587273,50.735437,0.040391692,0.03230518,0.364061399,59.21666667
3386,10.35363,217.5624,1.205473077,52.459843,0.038350134,0.150291426,0.320137874,53.45333333
3387,10.36027,225.5697,1.208294138,56.811426,0.02474172,0.127965878,0.294178639,51.52666667
3388,10.00988,229.1792,1.207797087,52.309281,0.012784479,0.061576671,0.252346129,49.58333333
3389,9.796613,230.1657,1.207453155,51.70208,0.028068864,0.086814926,0.233287914,35.09666667
3390,8.99968,231.3774,1.209712619,56.81936,0.052161432,0.024379531,0.185697526,23.60333333
3391,7.909023,231.4741,1.212906486,62.477391,0.041767434,0.08355867,0.135294425,21.24333333
3392,7.489153,229.9872,1.213730909,63.573767,0.030748738,0.180709999,0.162389635,23.98
3393,8.308845,231.3445,1.21504796,64.92564,0.037961028,0.476750359,0.318064339,36.37
3394,8.735693,227.5056,1.214720108,63.918133,0.032073563,0.387185794,0.322342795,39.97333333
3395,9.128153,224.019,1.214285041,61.599219,0.024077182,0.36408686,0.337100053,47.46666667
3396,9.636719,220.7492,1.212277794,58.068876,0.042982285,0.298686577,0.306943485,46.65
3397,9.415541,219.1088,1.211967908,59.611777,0.046161426,0.361728899,0.226285396,52.74333333
3398,9.920851,220.8159,1.213236006,62.666236,0.04258172,0.39140224,0.271415929,53.22666667
3399,9.978143,220.6922,1.213559609,63.003857,0.050159945,0.342522209,0.253485916,55.17333333
3400,9.71499,216.9738,1.213376326,63.636451,0.048507533,0.388118433,0.167802471,56.7
3401,9.567623,214.2595,1.214007777,64.232939,0.038575255,0.492935937,0.131101747,59.00333333
3402,9.946,215.896,1.214509687,65.60108,0.050128926,0.413047276,0.147204568,59.66666667
3403,10.46785,221.4697,1.214104147,66.19757,0.048632737,0.332929995,0.253138004,62.68
3404,10.94573,225.3777,1.215320131,67.450458,0.047260137,0.28188011,0.195577405,67.17333333
3405,10.88871,226.5742,1.21513786,68.33359,0.046993997,0.314896532,0.168720329,66.71666667
3406,10.90943,224.1314,1.215335413,69.109801,0.039706291,0.34781467,0.186023426,77.83
3407,11.85515,226.0598,1.215096274,68.701759,0.069580309,0.274056281,0.191378011,69.09
3408,11.89996,230.4964,1.214758711,67.898769,0.080131572,0.246026891,0.145430278,78.37333333
3409,11.58802,232.971,1.216762643,71.078199,0.059119824,0.180023884,0.138244509,96.28
3410,14.44491,239.1212,1.210211707,51.432499,0.051983938,0.162711676,0.172287721,98.46666667
3411,14.37001,237.0788,1.213372122,59.762138,0.074361813,0.184295012,0.186028043,99.94333333
3412,13.70206,252.8951,1.217194823,66.472905,0.101418838,0.096979508,0.097905639,89.66
3413,11.91719,252.7646,1.219461127,70.563634,0.085364671,0.17637473,0.100648901,76.00333333
3414,12.20959,256.7271,1.219755711,69.57517,0.060435092,0.104568782,0.101485581,71.33
3415,11.32587,256.729,1.220072458,70.921886,0.057500863,0.140065839,0.096861467,77.43333333
3416,11.53137,257.6799,1.22019677,71.599706,0.060195545,0.122617926,0.101694473,72.81666667
3417,11.22789,263.288,1.220573175,72.664145,0.055440853,0.131491682,0.111564422,70.8
3418,11.10672,260.1248,1.221050776,74.144164,0.065350617,0.161854015,0.109266337,77.18666667
3419,11.62587,261.7509,1.221641554,76.706871,0.112303165,0.143939344,0.095835115,75.46666667
3420,11.71569,264.9492,1.222168181,77.207352,0.074489074,0.066986956,0.091895777,65.84333333
3421,10.61998,262.4928,1.222225144,77.78004,0.067701239,0.097467767,0.084288047,71.26
3422,10.92543,265.3409,1.223355796,78.300157,0.071682579,0.13575008,0.087535461,68.19
3423,11.18715,265.4837,1.223441596,80.269547,0.060157359,0.055478697,0.075957743,68.53
3424,11.23679,274.4073,1.224561214,83.247832,0.056919004,0.106782249,0.088968225,62.10666667
3425,10.51189,282.7191,1.225216575,84.378724,0.066753562,0.087723312,0.082833125,53.74
3426,9.962521,285.0912,1.225784752,84.455094,0.071400653,0.063114338,0.083917422,49.53
3427,9.599284,289.4729,1.226874887,85.432254,0.080731844,0.073219763,0.073031709,42.51666667
3428,9.47596,295.5205,1.22738303,85.083525,0.053452653,0.040752428,0.063897114,50.85333333
3429,9.70288,300.7739,1.227618136,84.869286,0.074056002,0.102404919,0.084372305,53.94666667
3430,9.894643,299.1096,1.228016965,84.563208,0.053008108,0.024294803,0.064248961,42.76666667
3431,9.445678,299.0757,1.229145221,83.808222,0.067178862,0.055687938,0.036695002,43.18666667
3432,9.271686,299.2689,1.229249151,82.822534,0.061668881,0.039364699,0.068972487,30.59
3433,8.39451,300.227,1.229212095,82.119123,0.080566084,0.023237953,0.055269941,31.32333333
3434,8.030616,295.6638,1.229455849,82.133605,0.056761997,0.032905884,0.043379018,30.82666667
3435,7.929425,294.3081,1.229186861,81.566868,0.06112645,0.017934002,0.03022095,32.34
3436,8.237038,292.2774,1.229627663,80.274507,0.057672782,0.019676509,0.048762778,37.85666667
3437,8.419739,292.1084,1.230821422,78.754222,0.064444741,0.031575778,0.042400495,34.45333333
3438,8.338533,291.4165,1.230539726,78.748466,0.060410302,0.010907629,0.046406844,28.25
3439,7.862077,294.4147,1.230594859,78.725655,0.061413263,0.034675338,0.04552463,29.46666667
