Sequence No.,V,D,air density,humidity,I,S_a,S_b,y (% relative to rated power)
12618,8.572624,285.8563,1.223196856,79.740304,0.133867297,0.088984295,0.06779736,33.94666667
12619,8.938779,286.3321,1.223592595,77.572148,0.075766936,0.015774658,0.058429932,41.10666667
12620,8.193316,291.4566,1.223481824,80.654974,0.049326536,0.016732198,0.066860457,47.74
12621,8.843154,290.9883,1.223369333,79.937085,0.06018139,0.02713004,0.056432456,30.47333333
12622,10.07972,290.7629,1.223834523,82.680899,0.074364546,0.04341184,0.07178488,32.17666667
12623,9.095625,302.0632,1.226105377,83.452547,0.063605821,0.073896665,0.076896528,32.90666667
12624,8.449139,293.9183,1.225679115,86.203505,0.066828632,0.134034297,0.117733347,29.93666667
12625,8.95955,291.7239,1.224297809,84.871668,0.09900024,0.033795774,0.066633199,36.38666667
12626,9.822933,297.6344,1.223891585,82.528554,0.049591929,0.013034859,0.064036763,55.39666667
12627,9.656896,296.0795,1.224214291,80.26399,0.067250295,0.050100918,0.05918648,64.32333333
12628,10.68729,291.7193,1.223848726,80.333817,0.059186538,0.01878026,0.074292655,47.29
12629,11.32902,287.7104,1.224371656,80.007303,0.062945206,0.014283669,0.066175391,41.35
12630,12.03658,289.969,1.226660021,80.316758,0.039321003,0.017313334,0.051095818,58.35
12631,12.22,287.423,1.226825173,77.090315,0.088499918,0.031050096,0.073342104,63.77
12632,13.36789,288.4267,1.226751452,75.430375,0.068934791,0.01051843,0.052137733,67.88
12633,12.38915,288.2207,1.2276134,78.348558,0.064245545,0.019152164,0.057537584,79.61333333
12634,12.53135,288.6319,1.22802078,78.283095,0.055747713,0.00486642,0.059910884,77.76
12635,11.46389,286.1369,1.228919368,81.102096,0.056667536,0.021581827,0.06241086,90.8
12636,11.11202,285.9397,1.228688512,83.472781,0.058762619,0.013898231,0.032657287,88.14666667
12637,11.56651,290.857,1.228026983,81.085827,0.046093817,0.022219228,0.065964871,86.96333333
12638,11.37709,286.1748,1.228762721,83.841348,0.056253181,0.021576899,0.048739602,75.35666667
12639,10.64995,287.1033,1.228853701,83.879633,0.070774454,0.020763591,0.037718586,77.69333333
12640,10.60835,285.2766,1.228697217,83.513446,0.053636607,0.013495698,0.045446016,72.24666667
12641,10.68019,276.0582,1.2287167,83.997264,0.063934602,0.019554572,0.052671779,81.54666667
12642,11.86248,275.8854,1.227294973,85.514376,0.077298541,0.044616063,0.055293122,78.97
12643,11.5169,289.5916,1.226782353,85.712348,0.111386745,0.070797461,0.083897423,69.87666667
12644,12.62642,298.9059,1.226693558,81.258211,0.054977903,0.043557798,0.059207982,70.04333333
12645,14.83193,304.9877,1.227042719,82.034818,0.063545911,0.023160964,0.049239747,67.93666667
12646,14.58394,304.1905,1.227727022,85.602057,0.053940924,0.057742426,0.06639137,72.61666667
12647,15.7663,311.8819,1.229419821,86.308441,0.049581696,0.011561611,0.088157767,79.29333333
12648,14.91115,317.9438,1.229305388,85.107723,0.073624033,0.052726853,0.087805675,88.39333333
12649,14.42573,321.944,1.229594611,84.839532,0.053536459,0.020652605,0.057497124,94.95
12650,13.3542,329.9647,1.230242582,85.463198,0.071337856,0.014137399,0.075596803,99.9
12651,13.04372,334.3663,1.231060906,85.661762,0.072326476,0.048926608,0.058279764,99.91
12652,13.15797,336.0184,1.231327077,86.588337,0.105962774,0.055129371,0.062890079,99.90333333
12653,11.84546,344.1378,1.232220089,84.960535,0.119411319,0.152427208,0.007496419,99.53333333
12654,9.318456,346.0239,1.23209909,82.676734,0.099711347,0.12214039,0.012130218,83.74666667
12655,9.939408,338.2025,1.232790282,80.363376,0.063797934,0.010885604,0.063913509,97.97333333
12656,9.009047,337.4704,1.232933527,79.832939,0.106204707,0.042078008,0.040298181,88.11666667
12657,7.990229,336.5218,1.232353131,81.951305,0.099264439,0.004770472,0.030420666,59.03
12658,8.690655,330.8628,1.232610817,80.391344,0.10326461,0.024452179,0.057930747,55.03666667
12659,9.108793,326.2484,1.232701349,79.006345,0.067910611,0.01355934,0.0511328,49.98
12660,9.493843,320.4844,1.232031603,79.692497,0.078904739,0.01176115,0.052668315,34.05333333
12661,9.808449,322.9522,1.233507033,78.114882,0.051697399,0.007219475,0.054417687,28.76333333
12662,7.963829,331.8131,1.232832217,78.243819,0.092430563,0.039504155,0.062055979,28.89
12663,7.874812,335.4347,1.233219629,78.667333,0.100654593,0.005904408,0.052146078,28.36333333
12664,7.217435,339.7561,1.233545647,76.795342,0.099240395,0.123941501,0.023767503,27.52666667
12665,6.758381,336.8771,1.233085451,76.232573,0.109695429,0.044142123,0.013960755,25.30666667
12666,6.782648,330.5219,1.233074222,76.506521,0.064637071,0.019732151,0.040935835,27.12333333
12667,6.858657,333.1065,1.233170493,75.936809,0.074815288,0.100938807,0.050236937,31.00666667
12668,7.056595,332.6935,1.233495835,76.345247,0.080234972,0.004823746,0.05814963,33.48
12669,7.07743,326.8035,1.232960634,76.997281,0.085571952,0.040247748,0.030553615,27.35
12670,6.772576,320.7729,1.232799734,77.216873,0.060740035,0.013462683,0.044172978,20.55666667
12671,6.838961,324.3348,1.232690233,75.964581,0.054875865,0.00539861,0.050751501,19.96666667
12672,6.140476,323.3602,1.232515782,77.143874,0.092071722,0.025441952,0.046837815,15.78666667
12673,7.091865,314.482,1.233112763,75.654532,0.058178124,0.001943734,0.043231201,19.15666667
12674,7.250492,317.5139,1.23263894,74.324678,0.065117691,0.006891517,0.035924503,18.89666667
12675,7.358338,317.0387,1.232806184,73.883113,0.063209491,0.012583359,0.045730948,12.53333333
12676,7.36331,314.8193,1.23280875,73.194778,0.064940292,0.000776365,0.042526606,10.48666667
12677,7.027885,311.7162,1.231715825,74.06065,0.057626825,0.011448491,0.052875703,7.523333333
12678,6.384249,316.1097,1.232491813,75.141533,0.076981114,0.00553085,0.059264746,18.86333333
12679,5.938031,317.262,1.231921468,76.000284,0.064018241,0.018254716,0.026675603,21.51666667
12680,5.318298,319.5826,1.231852005,77.016126,0.080127665,0.029234606,0.042088495,20.2
12681,5.249378,321.599,1.232029397,77.140899,0.05984629,0.010518002,0.059989828,16.39
12682,5.935978,297.7945,1.232596092,75.877099,0.055297577,0.047451412,0.044146477,10.63666667
12683,5.892801,289.2855,1.23178618,76.879847,0.065984461,0.029585091,0.043837949,3.036666667
12684,6.004176,292.7808,1.231647069,75.137786,0.079153776,0.038007484,0.033437452,11.04
12685,5.498224,287.7874,1.231490921,76.420825,0.075572567,0.013053867,0.018060214,12.27666667
12686,5.871645,284.8524,1.231647624,77.236114,0.082661707,0.010964484,0.059984925,10.28
12687,6.772624,283.8423,1.23066222,79.837701,0.107057604,0.013550561,0.045451492,12.49666667
12688,6.516159,281.5168,1.230468998,77.30971,0.07168806,0.036877324,0.032172586,12.40666667
12689,6.660896,279.576,1.23051973,77.682638,0.055613869,0.002649825,0.033995987,8.86
12690,6.920103,276.1684,1.230436001,77.719338,0.055368945,0.03287342,0.039015671,10.28
12691,7.109781,275.3227,1.230626435,77.197036,0.040235023,0.012710861,0.022960768,15.81333333
12692,6.705741,271.2144,1.229774046,76.981212,0.060115862,0.01335712,0.066209241,21.36666667
12693,6.925893,269.1064,1.229795927,76.328186,0.068228776,0.019569744,0.038432452,16.07
12694,6.558919,268.9583,1.229163408,74.792823,0.071273574,0.043290045,0.044308018,15.50333333
12695,6.659516,267.3219,1.228979691,75.223879,0.054611852,0.022711719,0.032357776,19.91666667
12696,7.01353,267.4265,1.228951687,74.389742,0.052978557,0.013771616,0.058822809,20.18666667
12697,6.864463,262.3118,1.228010785,75.599783,0.061689399,0.067219081,0.049994702,17.87
12698,6.583523,258.6903,1.228002733,77.163711,0.067435171,0.012544586,0.043679865,18.65
12699,6.389563,251.2846,1.227303764,78.82484,0.064327576,0.022357465,0.04232234,18.42666667
12700,8.624221,252.4551,1.22624668,81.791222,0.076811065,0.049210111,0.049077939,20.29333333
12701,8.76174,253.2824,1.225700676,80.823785,0.077050962,0.033484227,0.047973406,19.25
12702,8.743841,255.0873,1.225707939,81.683706,0.081184024,0.037809233,0.024888381,18.06
12703,9.546981,259.1125,1.22599434,82.064571,0.088720309,0.075424561,0.067551903,24.77333333
12704,9.784118,265.1985,1.226283381,81.5994,0.0441051,0.016010657,0.06710173,31.17666667
12705,9.415637,265.4968,1.226765074,81.832881,0.066719618,0.020854327,0.050333287,35.39333333
12706,9.291286,263.3406,1.227040922,81.574209,0.078656205,0.008748416,0.04663224,30.34
12707,9.909351,263.7761,1.226985826,79.408633,0.068803658,0.016527682,0.046818845,35.97666667
12708,9.205589,263.1263,1.226771848,78.827814,0.062468637,0.048585591,0.046698074,55.40666667
12709,8.748797,262.339,1.227250428,79.654211,0.104500813,0.033851046,0.048066388,63.39
12710,9.694989,265.2245,1.227289643,77.634832,0.057953299,0.019148699,0.051449079,49.61333333
12711,9.955046,264.9211,1.226742889,76.095504,0.054662761,0.040847379,0.051734151,49.84333333
12712,9.295921,265.3971,1.226607206,77.223221,0.054274267,0.003506981,0.03288767,48.02
12713,9.693898,263.515,1.22646694,75.329806,0.066565813,0.042723871,0.041235409,50.75666667
12714,9.686793,263.486,1.226228953,75.007258,0.048201474,0.021064993,0.052805331,46.96666667
12715,8.925563,268.1797,1.226164766,75.667624,0.065645282,0.030136852,0.044193694,60.64
12716,9.031196,268.988,1.22637857,74.314163,0.06642964,0.035139564,0.052578975,57.48666667
12717,9.160407,264.8703,1.226125854,72.591741,0.054885301,0.011077099,0.034664255,46.94666667
12718,8.627686,262.9941,1.225758481,74.176497,0.092652375,0.042893079,0.041124433,55.02
12719,8.667719,266.4949,1.225549466,73.805749,0.056020817,0.044200278,0.047698394,48.26333333
12720,9.309651,266.2719,1.226222732,75.012218,0.07191624,0.0149494,0.046967634,50.77333333
12721,9.263073,264.3043,1.225314075,74.233429,0.086693131,0.035163022,0.045360341,50.6
12722,10.22555,262.1015,1.225381844,74.022564,0.074856971,0.021396589,0.065140015,41.53666667
12723,10.38781,259.1482,1.225394306,73.455631,0.062164402,0.00899071,0.040410168,37.13333333
12724,10.00071,257.4324,1.225382713,73.7024,0.068218656,0.016275222,0.036817109,41.97666667
12725,10.75653,257.3911,1.22543974,75.119734,0.058955332,0.030858544,0.050424614,44.31
12726,11.27756,263.4623,1.225269361,76.565038,0.056683662,0.00928958,0.036872496,49.39666667
12727,10.94025,265.7451,1.225147787,76.669377,0.052881781,0.014031215,0.036094028,53.25666667
12728,10.73403,267.2055,1.225796226,78.207518,0.066685793,0.034094296,0.066999644,59.44
12729,12.52248,272.0203,1.228088162,80.972559,0.057964796,0.010169816,0.058178051,67.78666667
12730,11.37367,268.0297,1.228163056,80.159254,0.079603039,0.030686403,0.030365229,72.02666667
12731,11.85088,266.733,1.227579287,76.717185,0.051971482,0.031267935,0.048689619,72.09666667
12732,12.66892,269.4957,1.226281813,78.027006,0.049123351,0.048150082,0.070484596,80.21333333
12733,12.52455,275.2368,1.225874577,78.37137,0.057322435,0.035872356,0.059235685,74.19666667
12734,12.63992,277.3641,1.226064112,78.77584,0.061303909,0.023550086,0.058445591,87.15
12735,12.94545,280.3432,1.225758329,78.293213,0.059593255,0.028448719,0.078800448,81.23
12736,12.48375,284.8545,1.226030948,76.259949,0.077072466,0.022463542,0.045885551,79.73333333
12737,12.00643,279.9521,1.225377191,77.32538,0.064494842,0.011824023,0.040805115,83.46666667
12738,12.93996,278.2647,1.224829282,76.419438,0.065062311,0.034733798,0.054711964,89.24666667
12739,13.37882,278.0274,1.225127774,75.41649,0.047673165,0.034601874,0.064149652,93.37333333
12740,13.65681,277.2027,1.224804305,74.113813,0.055720597,0.024308026,0.065938517,92.46666667
12741,12.84718,277.7226,1.224257665,73.839074,0.096828798,0.039230892,0.056880618,85.73333333
12742,12.46436,277.4045,1.224301421,76.131011,0.070589449,0.048226966,0.055723894,88.14
12743,12.83175,280.0186,1.224255328,75.347064,0.058048575,0.035807675,0.055168269,93.59333333
12744,12.65947,278.8797,1.22423441,76.850685,0.055447463,0.041657516,0.065321185,96.23666667
12745,12.84355,277.9891,1.223840691,74.359392,0.061824628,0.020474256,0.053750756,94.24
12746,12.94938,275.2455,1.22356742,75.305207,0.046863765,0.033121659,0.066919604,95.48666667
12747,12.52049,275.9865,1.223377819,77.249404,0.098301664,0.028723105,0.070885934,86.21
12748,12.15848,277.6517,1.224354528,80.192581,0.102232516,0.085967143,0.076025981,93.60333333
12749,12.8389,265.9878,1.224636017,80.255265,0.085005958,0.06715931,0.071617078,94.51666667
12750,12.21665,266.0326,1.223895787,81.002512,0.105991659,0.10191023,0.099313387,86.70333333
12751,12.16677,273.297,1.226922484,84.411652,0.102998988,0.057786024,0.070268017,83.65333333
12752,11.62425,281.3437,1.224731145,81.381395,0.059077988,0.079318271,0.058614491,69.87333333
12753,13.44556,334.4333,1.22942781,79.140836,0.093665641,0.047639886,0.04807906,96.35666667
12754,13.38518,327.2303,1.231717176,81.788446,0.084192891,0.070453837,0.064010048,90.51
12755,13.08048,323.0458,1.229727182,81.216154,0.066936106,0.050544367,0.068355976,92.37
12756,12.2879,323.5766,1.227529132,81.126493,0.087014461,0.022344828,0.054312686,75.22
12757,13.4999,321.9867,1.225964157,76.470813,0.070445396,0.049920181,0.07348651,69.36
12758,15.43346,327.2429,1.224839976,64.588614,0.074581202,0.044305382,0.06944162,85.18
12759,15.47354,324.3849,1.22489505,64.842921,0.076360613,0.032854467,0.07244874,66.41
12760,15.81033,324.7651,1.225244767,62.529562,0.06642461,0.003839386,0.074538924,71.11666667
12761,14.29081,321.7626,1.22510186,63.57694,0.056155956,0.023695928,0.068405202,89.61
12762,13.9822,321.151,1.225145435,62.407765,0.058047031,0.01486686,0.067721631,98.26
12763,14.00037,317.3435,1.225233842,63.674933,0.064456925,0.03504394,0.066433214,98.09666667
12764,14.68367,317.7978,1.225272491,64.380924,0.046248969,0.029814899,0.075362004,84.45
12765,15.0354,318.7964,1.225946306,66.203721,0.053484224,0.030535056,0.062333329,96.51666667
12766,15.60139,327.9267,1.226512084,66.781763,0.084515354,0.03060166,0.075149123,72.66
12767,16.12021,326.8792,1.227064155,64.759804,0.060574912,0.017880905,0.091350063,86.23333333
12768,15.4449,321.5626,1.226874925,67.31914,0.070413599,0.061857907,0.08773541,89.69666667
12769,15.23212,322.6558,1.226623038,66.080732,0.071005152,0.033354212,0.077512932,86.82
12770,16.0066,326.9127,1.226620026,66.438587,0.082846326,0.0347538,0.104168455,99.52
12771,15.59117,323.1006,1.22657267,65.304918,0.059078992,0.023541952,0.076823007,99.16666667
12772,15.99404,324.5005,1.226773387,63.342471,0.051729375,0.025671767,0.087354125,96.49333333
12773,16.23812,323.4689,1.227330256,63.08856,0.067376211,0.044688059,0.077850158,96.02666667
12774,17.31641,323.3437,1.22844183,61.593862,0.058006423,0.039492885,0.086458756,98.02666667
12775,16.82248,324.2354,1.228669011,62.611486,0.048248415,0.008613744,0.079877215,95.04666667
12776,15.74603,326.261,1.230003872,68.876918,0.075009129,0.041701545,0.089108013,98.73
12777,16.26871,324.0311,1.228633983,67.888453,0.067181233,0.032767611,0.090434383,99.95
12778,17.26026,324.5718,1.228900768,68.116179,0.079241854,0.048196878,0.07831474,99.22666667
12779,17.14853,322.6698,1.228722853,68.085034,0.077577378,0.019677597,0.068994707,99.30333333
12780,18.03193,324.5848,1.229317555,68.524815,0.077943958,0.010151975,0.073975375,99.24333333
12781,16.85504,326.6101,1.229590352,71.092681,0.065760449,0.062753228,0.085016937,99.38666667
12782,17.62955,324.8989,1.229108104,72.3537,0.081096625,0.043591551,0.080185863,100.0066667
12783,18.75692,332.082,1.228849937,68.455387,0.068825266,0.051118053,0.084060392,99.98666667
12784,19.3625,333.1057,1.229375566,65.844874,0.058310136,0.080292181,0.099128359,99.92
12785,18.03541,337.5979,1.231516893,72.594717,0.073805087,0.023653923,0.069031025,100.01
12786,17.44683,339.4896,1.230855356,72.187469,0.072652396,0.024851583,0.062026096,100.0066667
12787,16.79737,341.4542,1.230625941,72.199569,0.082248709,0.078835865,0.045339516,100.0133333
12788,17.41172,344.4301,1.231405993,67.660132,0.080866968,0.062002096,0.066997384,100.0166667
12789,17.32054,338.9201,1.230797887,66.976162,0.072580878,0.081659807,0.07239482,100.0133333
12790,17.25401,339.0154,1.232238275,71.471958,0.071837503,0.061212044,0.076814436,99.98
12791,18.61951,340.9851,1.23152253,67.333421,0.057990355,0.100849188,0.077103117,100.0133333
12792,18.56194,338.8027,1.231311434,69.866374,0.064043845,0.032302752,0.073474937,100.0133333
12793,11.03369,33.03648,1.242914611,74.745417,0.089056145,0.074136425,0.03438551,90.16333333
12794,6.900375,341.6933,1.252996424,79.942439,0.146076409,0.115198656,0.049383763,50.57666667
12795,5.543053,337.1075,1.252557882,82.532918,0.104802624,0.180204861,0.088852332,50.97
12796,8.433356,0.9130233,1.249411579,68.251266,0.060415936,0.000459844,0.042625366,24.75
12797,7.149253,350.1795,1.248793445,69.80488,0.125844169,0.103729303,0.025547887,62.71666667
12798,6.580155,350.0792,1.249112728,71.442996,0.096055412,0.010753319,0.02307932,27.79333333
12799,9.726811,349.9864,1.248128737,62.309175,0.088279355,0.050834115,0.056811167,78.41
12800,9.475414,341.1832,1.247820724,61.961238,0.134972572,0.058680025,0.042998312,75.83666667
12801,10.60602,344.6468,1.247832204,60.828958,0.094357167,0.061702876,0.029170214,72.99666667
12802,10.236,342.0123,1.248220594,62.989178,0.110767683,0.085166175,0.033554784,73.89666667
12803,10.27912,342.4098,1.248025374,63.701515,0.121839224,0.028171486,0.037183473,62.74666667
12804,10.94868,334.3168,1.24810726,63.632483,0.070278965,0.048464153,0.054655424,80.57666667
12805,11.99151,335.5459,1.253663556,76.670372,0.077434468,0.062294948,0.064640269,76.64333333
12806,9.458124,341.5592,1.252309023,76.192109,0.123327205,0.07494603,0.032509776,73.23333333
12807,13.30934,0.3509859,1.249698072,67.137634,0.05007476,0.011125279,0.065847209,70.59333333
12808,11.72643,359.1825,1.252263852,64.866327,0.082579438,0.02024575,0.071706152,98.27666667
12809,9.516859,348.7692,1.254197042,58.928401,0.116186443,0.021207984,0.039258664,64.67
12810,9.708414,349.9168,1.25415099,57.245651,0.096912637,0.073724471,0.051978041,71.00666667
12811,9.122411,347.8521,1.253344488,58.863932,0.110057418,0.108403171,0.051853908,60.65666667
12812,9.7241,348.4807,1.253203293,56.774132,0.103057044,0.034581432,0.036157942,65.30666667
12813,9.842629,347.7569,1.253186375,59.274949,0.131836423,0.052877607,0.037539005,58.07333333
12814,9.909447,349.4469,1.253857197,58.899639,0.091968068,0.068263708,0.045873701,65.76
12815,8.613684,349.2659,1.253711651,56.377597,0.111581607,0.033646556,0.030985455,61.40666667
12816,9.117441,347.7085,1.253482544,58.180248,0.09445555,0.040226331,0.031532409,71.19
12817,8.714762,344.898,1.254794021,53.031338,0.096517128,0.020191196,0.043268469,69.91666667
12818,7.790014,344.8688,1.255241063,57.79751,0.098374688,0.08991718,0.023678375,56.25333333
12819,8.22942,351.5166,1.255230995,61.157454,0.124622999,0.068871634,0.006343298,56.20666667
12820,10.16123,355.8425,1.255821556,57.847895,0.077145296,0.010697055,0.065076599,43.17
12821,8.191038,348.7237,1.255012797,54.574239,0.105525551,0.008804367,0.045333746,59.41
12822,8.516551,347.0311,1.255095455,55.814431,0.130010611,0.061231505,0.01535539,63.35333333
12823,8.037978,351.4612,1.25591682,59.663749,0.096452018,0.055029381,0.035884219,53.89666667
12824,7.965208,345.2546,1.255633625,60.278488,0.116636088,0.052636108,0.021520008,41.49
12825,8.576681,348.465,1.25612331,60.303286,0.142525763,0.011524922,0.028456528,38.40666667
12826,7.350543,4.461328,1.256691644,56.222276,0.079361253,0.017983261,0.046795723,36.42333333
12827,9.04677,1.440462,1.257279452,53.973781,0.070122839,0.000492774,0.065339403,40.61
12828,7.749675,1.948069,1.257324764,52.287462,0.064654737,0.023907007,0.07058778,42.53333333
12829,7.94216,359.318,1.257005521,54.632162,0.085331623,0.01509631,0.044989431,17.59666667
12830,7.696378,1.882274,1.257175357,56.63587,0.091552988,0.017454083,0.05352836,31.89666667
12831,7.977574,0.6527733,1.256509424,56.468251,0.083477772,0.017892405,0.037367074,38.89666667
12832,8.393114,2.810156,1.257783788,51.949047,0.0768426,0.017006377,0.069089423,36.68333333
12833,7.216104,2.054265,1.257683211,53.018644,0.143077761,0.003158953,0.030937318,41.89666667
12834,7.132508,6.128478,1.257722591,51.231553,0.092401172,0.060377958,0.033106191,35.92
12835,7.717742,2.717173,1.258244342,52.796472,0.079692182,0.006472925,0.039073679,25.97666667
12836,6.937056,4.783566,1.258363606,52.553472,0.145197761,0.115912178,0.017124137,25.48
12837,6.939703,3.723211,1.258125697,54.382816,0.121551167,0.004671808,0.037031369,25.47333333
12838,7.435711,358.2948,1.258310695,55.371081,0.079353662,0.006656458,0.059349562,34.81666667
12839,7.716988,0.8024006,1.258993014,56.392078,0.076228277,0.00813374,0.041915677,32.01333333
12840,7.38631,61.23433,1.261279626,64.220245,0.054928577,0.000542438,0.028389322,30.79666667
12841,6.936768,61.53958,1.261746322,65.319002,0.067106872,0.028609325,0.002592623,27.49333333
12842,7.568274,87.59981,1.267837317,68.364138,0.059981761,0.012244226,0.013756184,20.46666667
12843,7.560607,88.25494,1.268553844,68.820977,0.058470438,0.020625792,0.012066331,17.05
12844,7.647378,90.20065,1.269444901,62.476002,0.064165509,0.02521765,0.017712329,21.54
12845,6.924,87.74085,1.269600746,63.475576,0.081263692,0.001639454,0.020086902,23.94666667
12846,6.163316,94.17829,1.270606534,62.275452,0.141959766,0.036413098,0.027999317,20.00333333
12847,4.972945,94.79546,1.270276953,58.829019,0.160882596,0.183654743,0.012825473,21.56
12848,4.134342,99.32372,1.270637189,58.388844,0.20614567,0.189257666,0.020395697,10.00666667
12849,3.983896,98.84838,1.270285194,58.799264,0.172813497,0.154333447,0.070241823,9.78
12850,3.681576,103.8485,1.271112352,59.723656,0.164726465,0.359635204,0.021637473,7.233333333
12851,4.172483,98.82608,1.271308783,60.375094,0.182268879,0.020072986,0.046886443,5.65
12852,4.832523,37.38211,1.272916699,60.210251,0.128831337,0.035233236,0.054891578,3.566666667
12853,5.243043,51.08718,1.273656923,64.318834,0.202613826,0.060144596,0.006979122,5.566666667
12854,4.641257,43.62432,1.274454937,64.130583,0.145256447,0.016125507,0.018136989,3.35
12855,5.822582,32.87319,1.274909993,52.691933,0.152808136,0.078125085,0.013762154,7.253333333
12856,5.338491,45.73527,1.274926988,57.334917,0.097502796,0.061609335,0.009680305,13.79666667
12857,5.512547,46.51628,1.275942776,58.384478,0.11112279,0.04554305,0.015872976,7.486666667
12858,6.383564,51.71986,1.275480003,57.103424,0.121747115,0.042431275,0.01873279,6.61
12859,6.560218,53.85527,1.275774811,57.613029,0.151749042,0.028580415,0.02726531,7.553333333
12860,6.810219,51.77625,1.275646154,57.902248,0.099937785,0.016644438,0.034159216,6.446666667
12861,6.856941,54.06461,1.275678554,59.953564,0.092501058,0.00163644,0.039263952,14.47333333
12862,6.423373,50.22461,1.275514052,59.44396,0.101428019,0.055559476,0.022018461,17.07
12863,6.34738,47.95985,1.275574682,59.154738,0.135144548,0.021413215,0.027283476,18.00666667
12864,6.530723,45.02476,1.2754895,58.698097,0.108754804,0.038559372,0.032493858,14.33333333
12865,6.62006,40.54539,1.276049307,57.693763,0.104950106,0.084895434,0.048674482,12.91
12866,6.658281,46.0343,1.275647035,58.039914,0.148985241,0.015302002,0.029886154,12.71
12867,6.370877,48.06969,1.275423361,58.04765,0.100362022,0.012227006,0.044559759,10.66333333
12868,6.420518,50.25303,1.275627747,60.01585,0.106359861,0.043276332,0.028387443,17.36333333
12869,6.651882,52.75407,1.275230858,58.910945,0.088111365,0.029472393,0.019484483,19.11666667
12870,6.504884,51.95019,1.274857779,59.216232,0.093429106,0.008562883,0.063034104,15.77333333
12871,7.010611,48.04462,1.27480136,57.662026,0.120804192,0.023356861,0.034237202,13.67333333
12872,7.3508,53.01417,1.274781863,56.909022,0.108715024,0.006357662,0.041983567,11.88666667
12873,7.457813,48.31947,1.274649228,55.060637,0.097536007,0.023255568,0.033609776,12.07333333
12874,7.502417,52.21868,1.274346962,56.863199,0.098652581,0.059283469,0.036662604,15.71333333
12875,7.584393,54.30788,1.274447457,55.246506,0.13921826,0.025476758,0.030674379,17.3
12876,7.498391,51.86429,1.274461167,55.475224,0.080595464,0.049579162,0.012448353,23.06333333
12877,7.408524,52.30895,1.274737331,56.514271,0.100477545,0.038132198,0.017693967,18.26
12878,7.062482,48.44164,1.274564392,58.793709,0.112807041,0.052926523,0.031375757,23.09666667
12879,7.083862,46.73116,1.274772338,58.114499,0.12092761,0.028690036,0.031811838,19.42
12880,7.07719,38.96432,1.274473355,58.749871,0.126173382,0.023932902,0.024821299,21.03333333
12881,7.234677,38.26071,1.275256647,58.800058,0.128946752,0.05664163,0.059914477,19.34666667
12882,6.828584,39.16063,1.274109594,60.084288,0.123750517,0.072126981,0.023976859,19.96
12883,7.116918,45.93085,1.274052594,59.181319,0.082206947,0.087032008,0.035171019,22.81666667
12884,7.35675,54.59263,1.273950765,59.141051,0.148808373,0.01967634,0.05385614,19.73333333
12885,7.252063,53.30113,1.273638803,58.699684,0.16878673,0.000212111,0.037121236,27.38666667
12886,7.086621,46.8607,1.273000636,58.666558,0.098973968,0.033687416,0.040644533,17.84333333
12887,7.615881,47.35152,1.272541661,58.392502,0.161526946,0.073661464,0.043271762,20.67666667
12888,7.591915,49.41015,1.272863787,57.674324,0.130252249,0.003733727,0.037577654,16.09333333
12889,7.280036,42.43264,1.272320554,58.124021,0.118558246,0.063992351,0.024223271,16.11
12890,6.800917,47.91534,1.272068948,57.041929,0.124819138,0.093127415,0.030103546,21.96333333
12891,7.613295,41.06069,1.271362431,56.814798,0.130881333,0.073049531,0.040913775,21.18333333
12892,7.683386,38.4373,1.271212381,56.141341,0.091386102,0.055237418,0.061303851,22.66333333
12893,7.994576,31.464,1.270519304,54.999737,0.142310737,0.164559358,0.025607411,29.79333333
12894,6.799088,34.5612,1.270092365,56.482533,0.151015842,0.115709684,0.01602102,19.20666667
12895,7.528978,36.37121,1.269167581,55.326251,0.124600045,0.117391581,0.03269276,31.99666667
12896,7.565274,36.33937,1.269218627,53.722252,0.0940696,0.011137671,0.040538816,38.13
12897,7.75322,33.98549,1.268677449,54.316759,0.152845011,0.096623992,0.055368053,24.00333333
12898,7.490035,35.46202,1.267434293,57.974254,0.134575873,0.055860288,0.027219787,27.45
12899,7.70228,38.51481,1.267806349,56.786631,0.090898305,0.025781296,0.022861799,32.85
12900,7.194932,46.54477,1.268421205,59.737343,0.084133804,0.09551114,0.037030599,35.31
12901,7.724783,42.19451,1.268361016,59.747063,0.095313953,0.018204005,0.019167306,28.40666667
12902,7.900154,38.4894,1.268146367,59.483631,0.118555676,0.01398194,0.022661224,29.01333333
12903,7.909152,38.91014,1.26805189,58.637992,0.081525516,0.004787101,0.013586422,28.99666667
12904,8.391142,39.05789,1.26805425,57.250809,0.102678575,0.042720521,0.033942198,32.56
12905,8.543256,37.48619,1.267812795,57.991513,0.083854868,0.011202143,0.032658612,24.03666667
12906,7.278255,64.5336,1.270871944,65.179549,0.07459266,0.060129857,0.047729771,35.36333333
12907,7.198156,66.14109,1.271292099,64.833399,0.071087748,0.013019593,0.006398638,32.22666667
12908,7.062899,60.76317,1.271485389,64.808207,0.090603221,0.048849201,0.007936984,37.30666667
12909,7.036514,61.72126,1.271758335,65.518559,0.093257798,0.024103769,0.017613439,22.93333333
12910,7.328329,57.66107,1.271837737,64.776666,0.077260341,0.012577544,0.033642941,21.72
12911,7.049699,61.99972,1.272030773,64.967296,0.079863353,0.020198141,0.028215361,21.41333333
12912,6.874007,59.92966,1.272018854,65.445361,0.081541785,0.05738197,0.02599339,24.17333333
